WRN 2026-08-31T06:40:12.388 ui.4449    tui_handle_term_mode:239: TUI: terminal mode 2031 detected, state 2
WRN 2026-08-31T06:40:12.388 ui.4449    tui_handle_term_mode:239: TUI: terminal mode 2048 detected, state 2
WRN 2026-08-31T06:40:34.960 ui.4569    tui_handle_term_mode:226: TUI: terminal mode 69 unavailable, state 0
WRN 2026-08-31T06:40:34.960 ui.4569    tui_handle_term_mode:239: TUI: terminal mode 2026 detected, state 2
WRN 2026-08-31T06:40:34.960 ui.4569    tui_handle_term_mode:226: TUI: terminal mode 2027 unavailable, state 0
WRN 2026-08-31T06:40:34.960 ui.4569    tui_handle_term_mode:239: TUI: terminal mode 2031 detected, state 2
WRN 2026-08-31T06:40:34.960 ui.4569    tui_handle_term_mode:239: TUI: terminal mode 2048 detected, state 2
WRN 2026-08-31T06:43:01.029 ui.6154    tui_handle_term_mode:226: TUI: terminal mode 69 unavailable, state 0
WRN 2026-08-31T06:43:01.029 ui.6154    tui_handle_term_mode:239: TUI: terminal mode 2026 detected, state 2
WRN 2026-08-31T06:43:01.030 ui.6154    tui_handle_term_mode:226: TUI: terminal mode 2027 unavailable, state 0
WRN 2026-08-31T06:43:01.030 ui.6154    tui_handle_term_mode:239: TUI: terminal mode 2031 detected, state 2
WRN 2026-08-31T06:43:01.030 ui.6154    tui_handle_term_mode:239: TUI: terminal mode 2048 detected, state 2
WRN 2026-08-31T08:52:18.236 ui.4821    tui_handle_term_mode:226: TUI: terminal mode 69 unavailable, state 0
WRN 2026-08-31T08:52:18.236 ui.4821    tui_handle_term_mode:239: TUI: terminal mode 2026 detected, state 2
WRN 2026-08-31T08:52:18.236 ui.4821    tui_handle_term_mode:226: TUI: terminal mode 2027 unavailable, state 0
WRN 2026-08-31T08:52:18.236 ui.4821    tui_handle_term_mode:239: TUI: terminal mode 2031 detected, state 2
WRN 2026-08-31T08:52:18.236 ui.4821    tui_handle_term_mode:239: TUI: terminal mode 2048 detected, state 2
WRN 2026-08-31T08:54:18.627 ui.5728    tui_handle_term_mode:226: TUI: terminal mode 69 unavailable, state 0
WRN 2026-08-31T08:54:18.627 ui.5728    tui_handle_term_mode:239: TUI: terminal mode 2026 detected, state 2
WRN 2026-08-31T08:54:18.627 ui.5728    tui_handle_term_mode:226: TUI: terminal mode 2027 unavailable, state 0
WRN 2026-08-31T08:54:18.627 ui.5728    tui_handle_term_mode:239: TUI: terminal mode 2031 detected, state 2
WRN 2026-08-31T08:54:18.627 ui.5728    tui_handle_term_mode:239: TUI: terminal mode 2048 detected, state 2
WRN 2026-08-31T08:55:48.129 ui.6075    tui_handle_term_mode:226: TUI: terminal mode 69 unavailable, state 0
WRN 2026-08-31T08:55:48.129 ui.6075    tui_handle_term_mode:239: TUI: terminal mode 2026 detected, state 2
WRN 2026-08-31T08:55:48.129 ui.6075    tui_handle_term_mode:226: TUI: terminal mode 2027 unavailable, state 0
WRN 2026-08-31T08:55:48.129 ui.6075    tui_handle_term_mode:239: TUI: terminal mode 2031 detected, state 2
WRN 2026-08-31T08:55:48.129 ui.6075    tui_handle_term_mode:239: TUI: terminal mode 2048 detected, state 2
WRN 2026-08-31T08:59:12.832 ui.7089    tui_handle_term_mode:226: TUI: terminal mode 69 unavailable, state 0
WRN 2026-08-31T08:59:12.833 ui.7089    tui_handle_term_mode:239: TUI: terminal mode 2026 detected, state 2
WRN 2026-08-31T08:59:12.833 ui.7089    tui_handle_term_mode:226: TUI: terminal mode 2027 unavailable, state 0
WRN 2026-08-31T08:59:12.833 ui.7089    tui_handle_term_mode:239: TUI: terminal mode 2031 detected, state 2
WRN 2026-08-31T08:59:12.833 ui.7089    tui_handle_term_mode:239: TUI: terminal mode 2048 detected, state 2
WRN 2026-08-31T09:08:22.886 ui.12132   tui_handle_term_mode:226: TUI: terminal mode 69 unavailable, state 0
WRN 2026-08-31T09:08:22.890 ui.12132   tui_handle_term_mode:239: TUI: terminal mode 2026 detected, state 2
WRN 2026-08-31T09:08:22.890 ui.12132   tui_handle_term_mode:226: TUI: terminal mode 2027 unavailable, state 0
WRN 2026-08-31T09:08:22.890 ui.12132   tui_handle_term_mode:239: TUI: terminal mode 2031 detected, state 2
WRN 2026-08-31T09:08:22.890 ui.12132   tui_handle_term_mode:239: TUI: terminal mode 2048 detected, state 2
WRN 2026-08-31T09:10:16.392 ui.12879   tui_handle_term_mode:226: TUI: terminal mode 69 unavailable, state 0
WRN 2026-08-31T09:10:16.392 ui.12879   tui_handle_term_mode:239: TUI: terminal mode 2026 detected, state 2
WRN 2026-08-31T09:10:16.392 ui.12879   tui_handle_term_mode:226: TUI: terminal mode 2027 unavailable, state 0
WRN 2026-08-31T09:10:16.392 ui.12879   tui_handle_term_mode:239: TUI: terminal mode 2031 detected, state 2
WRN 2026-08-31T09:10:16.392 ui.12879   tui_handle_term_mode:239: TUI: terminal mode 2048 detected, state 2
WRN 2026-08-31T09:11:58.953 ui.13665   tui_handle_term_mode:226: TUI: terminal mode 69 unavailable, state 0
WRN 2026-08-31T09:11:58.953 ui.13665   tui_handle_term_mode:239: TUI: terminal mode 2026 detected, state 2
WRN 2026-08-31T09:11:58.953 ui.13665   tui_handle_term_mode:226: TUI: terminal mode 2027 unavailable, state 0
WRN 2026-08-31T09:11:58.953 ui.13665   tui_handle_term_mode:239: TUI: terminal mode 2031 detected, state 2
WRN 2026-08-31T09:11:58.953 ui.13665   tui_handle_term_mode:239: TUI: terminal mode 2048 detected, state 2
WRN 2026-08-31T09:28:02.363 ui.19928   tui_handle_term_mode:226: TUI: terminal mode 69 unavailable, state 0
WRN 2026-08-31T09:28:02.363 ui.19928   tui_handle_term_mode:239: TUI: terminal mode 2026 detected, state 2
WRN 2026-08-31T09:28:02.363 ui.19928   tui_handle_term_mode:226: TUI: terminal mode 2027 unavailable, state 0
WRN 2026-08-31T09:28:02.363 ui.19928   tui_handle_term_mode:239: TUI: terminal mode 2031 detected, state 2
WRN 2026-08-31T09:28:02.363 ui.19928   tui_handle_term_mode:239: TUI: terminal mode 2048 detected, state 2
